Corpus Name,genre,Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length
Anonymous Laudes Domini,miscellaneous,0.0046,0.0011,0,0.00074,0,0,0.00018,0.00018,0,0,0,0,0,0.00129,0.00055,0.00129,0.0011,0,0.00018,0.42424,49.73913,0.00074,0.00055,0.01363,0,132.46341
Catullus Elegy,elegy,0.00845,0.00542,0.00009,0.00101,0.00028,0.00014,0.00106,0.00014,0,0,0,0.00028,0.00014,0.00124,0.00179,0.00216,0.00152,0.00005,0.00023,0.51765,33.82963,0.00028,0.00023,0.01075,0.00028,107.24631
Catullus Epic,epic,0.0029,0.00215,0,0.00081,0,0.0002,0.00074,0,0,0,0,0.00007,0,0.00108,0.00013,0.00202,0.00101,0.00007,0,0.39362,51.01887,0.00013,0.00034,0.00747,0.00013,136.23853
Catullus Misc,miscellaneous,0.00757,0.00362,0.00009,0.00068,0.00045,0.00027,0.00047,0.00033,0.00003,0,0,0.00033,0.00006,0.00175,0.00128,0.00136,0.00243,0.0003,0.00024,0.34505,30.02027,0.00021,0.0005,0.01383,0.00131,85.33418
Claudian Carmina Minora,miscellaneous,0.00266,0.00216,0,0.00059,0.00002,0.0002,0.00048,0.00016,0,0,0,0.00019,0.00008,0.00041,0.00055,0.00258,0.00137,0.00016,0.00009,0.23423,36.47429,0.00028,0.00023,0.01303,0.00016,99.53344
Claudian De Bello Gildonico,epic,0.00278,0.00236,0,0.00058,0,0.0001,0.00047,0.0001,0,0,0,0.00031,0,0.00068,0.00131,0.00173,0.00252,0.00016,0,0.21111,28.35417,0.00016,0.00026,0.0139,0.00016,83.59211
Claudian De Bello Gothico,epic,0.00173,0.00193,0,0.00049,0,0.00012,0.00054,0.00016,0,0,0,0.00045,0.00004,0.00062,0.00095,0.00247,0.00099,0.00008,0.00004,0.26316,48.55172,0.00004,0.00025,0.01395,0.00021,138.04545
Claudian De Consulatu Stilichonis Part 1,epic,0.00206,0.00221,0,0.00043,0.00007,0.00028,0.00021,0,0,0,0,0.00007,0.00007,0.00064,0.00078,0.00164,0.00135,0.00014,0,0.28723,35.53659,0.00014,0.00021,0.01161,0,120.04274
Claudian De Consulatu Stilichonis Part 2,epic,0.00276,0.00224,0,0.00034,0.00006,0.00017,0.00052,0.00029,0,0,0,0.00023,0.00011,0.00109,0.00034,0.00189,0.00121,0.00011,0,0.3913,39.04167,0.00034,0.00023,0.01269,0,126.19565
Claudian De Consulatu Stilichonis Part 3,epic,0.00161,0.00307,0,0.00063,0.00007,0.00035,0.00063,0.00014,0,0,0,0.00007,0.00007,0.00028,0.00035,0.00202,0.00098,0,0,0.375,39.47458,0.00028,0.00014,0.0127,0.00021,120.42017
Claudian De Raptu Proserpinae Part 1,epic,0.00165,0.00101,0,0.00037,0,0,0.00018,0,0,0,0,0.00009,0,0,0.00027,0.00119,0.00119,0.00046,0,0.29231,62.33333,0.00027,0.00009,0.01327,0.00009,138.29114
Claudian De Raptu Proserpinae Part 2,epic,0.0023,0.00178,0,0.00053,0,0.00033,0.00013,0,0,0,0,0.0002,0.00013,0.00007,0.0002,0.00165,0.00079,0.00013,0,0.11504,29.78261,0.0002,0.00007,0.0133,0.00026,121.496
Claudian De Raptu Proserpinae Part 3,epic,0.00294,0.00251,0,0.00049,0,0.00012,0.00049,0,0,0,0,0.00024,0.00012,0.00049,0.00073,0.00147,0.00349,0.00006,0,0.17518,39.0303,0.00018,0.00006,0.01382,0.00018,84.28351
Claudian Epithalamium De Nuptiis Honorii Augusti,miscellaneous,0.00235,0.00288,0,0.00053,0,0.00023,0.00053,0,0,0,0,0.00015,0,0.0003,0.00008,0.00159,0.00167,0.0003,0,0.23333,27.39474,0.00023,0.00045,0.01183,0.00008,92.8662
Claudian In Consulatum Olybrii Et Probini,miscellaneous,0.00207,0.00207,0,0.0003,0.0001,0.0001,0.00039,0,0,0,0,0,0,0.0003,0.00049,0.00414,0.00049,0.0001,0,0.32432,43.57143,0.00039,0,0.01133,0.0002,128.48101
Claudian In Eutropium Part 1,epic,0.00134,0.00247,0.00011,0.00107,0.00011,0.00021,0.00027,0.00011,0,0,0,0.00038,0.00005,0.00054,0.0007,0.00242,0.00322,0.00032,0,0.25564,31.06977,0.00038,0.00032,0.01412,0.00005,97.50785
Claudian In Eutropium Part 2,epic,0.00171,0.00232,0,0.00077,0,0.00037,0.00045,0.00008,0,0,0,0.00045,0.00004,0.00029,0.00057,0.00236,0.00183,0.00016,0,0.27861,34.61364,0.00024,0.00029,0.01267,0.00008,101.04527
Claudian In Rufinum Part 1,epic,0.00246,0.00185,0,0.00021,0.00014,0.00007,0.00034,0.00007,0,0,0,0,0,0.00021,0.00068,0.00151,0.00096,0.00007,0,0.21818,45.11765,0.00021,0.00034,0.0143,0.00014,117.85484
Claudian In Rufinum Part 2,epic,0.00247,0.00227,0,0.00086,0.0001,0.00035,0.0003,0.00005,0,0,0,0.0003,0.00005,0.00025,0.00055,0.00252,0.00196,0.00015,0,0.23214,37.67925,0.0004,0.00005,0.01369,0,95.96618
Claudian Panegyricus De Quarto Consulatu Honorii Augusti,miscellaneous,0.0037,0.00181,0,0.00072,0.00004,0.00008,0.00055,0.00013,0,0,0,0.00013,0.00004,0.00034,0.0008,0.00185,0.00151,0.00013,0,0.21134,30.13846,0.00029,0.00046,0.01203,0.00004,103.34348
Claudian Panegyricus De Sexto Consulatu Honorii Augusti,miscellaneous,0.0026,0.0018,0,0.0008,0.00004,0.00008,0.00036,0.00016,0,0,0,0.00024,0.00004,0.00056,0.00044,0.00224,0.00148,0.00016,0.00004,0.33333,47.75342,0.00016,0.00032,0.01374,0.00008,131.74737
Claudian Panegyricus De Tertio Consulatu Honorii Augusti,miscellaneous,0.00412,0.00109,0,0.00036,0,0,0.00024,0,0,0,0,0,0,0.00073,0.00036,0.00327,0.00061,0.00012,0,0.2549,37.85714,0.00024,0,0.01368,0.00036,147.53571
Claudian Panegyricus Dictus Manlio Theodoro Consuli,miscellaneous,0.00245,0.00146,0,0.001,0,0.00046,0.00054,0.00038,0,0,0,0.00008,0.00008,0.00046,0,0.00169,0.00146,0.00023,0,0.27174,41.11321,0.00031,0,0.01425,0,117.55856
Dracontius Romulea 10,epic,0.00226,0.00171,0,0.00032,0.00005,0,0.0005,0,0,0,0,0.00032,0,0.0009,0.00072,0.00298,0.00077,0.00005,0.00014,0.28221,40.62857,0.00054,0.00045,0.01133,0.00005,123.12222
Ennius Annales,epic,0.00329,0.0019,0,0.0014,0.00005,0.00005,0.00015,0.0004,0.0001,0,0,0.0002,0,0.0003,0.0007,0.00285,0.0002,0.0002,0.00015,0.2967,92.45333,0.00025,0.00005,0.01253,0.0003,210.88421
Ennodius Opera,miscellaneous,0.00241,0.00212,0.00002,0.00022,0.00022,0.00002,0.00019,0.00005,0,0,0,0.00062,0,0.00051,0.00081,0.00236,0.00075,0.00006,0.00002,0.35256,25.21307,0.00043,0.00029,0.00509,0,77.40791
Horace Ars Poetica,miscellaneous,0.00252,0.00229,0.00006,0.00052,0.00011,0.00006,0.00023,0.00034,0,0,0,0.00017,0.00006,0.00132,0.00212,0.00172,0.00103,0.00006,0.00029,0.36719,27.7,0.0004,0.00023,0.01956,0.00006,119.41096
Horace Carmen Saeculare,miscellaneous,0.00166,0.00055,0,0,0,0.00055,0,0.00055,0,0,0,0,0,0.00055,0.00111,0.00111,0,0,0,0.41667,45.71429,0,0,0.0238,0.00055,150.58333
Horace Epistles,miscellaneous,0.00497,0.00249,0.00007,0.00053,0.00018,0.00013,0.00028,0.00039,0,0,0,0.00039,0.00004,0.00158,0.00274,0.00195,0.0019,0.00009,0.00042,0.42442,29.61753,0.00044,0.00031,0.0168,0.00004,121.72197
Horace Epodes,miscellaneous,0.00433,0.00234,0,0,0.00006,0.00018,0.00018,0,0,0,0,0.00012,0.00012,0.00199,0.00064,0.00193,0.00222,0.00018,0.00053,0.33019,37.65,0.00023,0.00047,0.01356,0.00041,118.79861
Horace Odes Part 1,miscellaneous,0.00511,0.00115,0,0.00018,0,0.00022,0.00026,0,0,0,0,0.0004,0.00004,0.00057,0.00044,0.00181,0.00176,0,0.0004,0.32692,42.77049,0.0004,0.00022,0.01393,0.00044,115.72449
Horace Odes Part 2,miscellaneous,0.00447,0.00114,0,0.00021,0,0.00007,0.00014,0.00035,0,0,0,0.00021,0.00007,0.00007,0.00085,0.00177,0.00156,0.00007,0.00028,0.18605,50.29412,0.00014,0.00007,0.01455,0.00007,130.4537
Horace Odes Part 3,miscellaneous,0.00375,0.00156,0,0.00024,0,0.0002,0.00008,0.00016,0,0.00008,0,0.00036,0.00004,0.00032,0.00128,0.0024,0.00104,0,0.00008,0.25882,42.12903,0.00012,0.00008,0.01457,0.00032,128.46667
Horace Odes Part 4,miscellaneous,0.00394,0.00129,0,0.00007,0,0.00007,0.00007,0.00007,0,0,0,0.00014,0,0.00054,0.00061,0.00279,0.00068,0,0.00014,0.44944,40.96429,0.00041,0.00027,0.01373,0.00027,148.64646
Horace Satires Part 1,miscellaneous,0.00589,0.00608,0.00032,0.00079,0.00016,0.0004,0.00029,0.00016,0,0.00003,0,0.0004,0.00011,0.00246,0.00174,0.00182,0.00211,0.00034,0.00092,0.37662,26.63584,0.00024,0.00063,0.01559,0.00018,97.56443
Horace Satires Part 2,miscellaneous,0.00561,0.0045,0,0.00065,0.00015,0.00028,0.00045,0.00025,0,0,0,0.00023,0.00018,0.00196,0.00184,0.00189,0.00372,0.00005,0.0004,0.26801,29.93277,0.0003,0.00053,0.01296,0.00028,80.27677
Italicus Ilias Latina,epic,0.00123,0.00284,0,0.00073,0.00005,0.0002,0.0004,0.00008,0,0,0,0.0003,0.00008,0.00043,0.0004,0.00226,0.00058,0.00028,0.00013,0.25234,53.73684,0.00013,0.00023,0.01756,0.00013,116.06414
Juvenal Satires,miscellaneous,0.00239,0.00417,0.00012,0.00051,0.00008,0.00033,0.00066,0.00035,0.00001,0,0.00001,0.00018,0.00001,0.00085,0.00165,0.00189,0.00232,0.00029,0.0004,0.47923,36.27968,0.00038,0.00053,0.01629,0.00008,141.611
Juvencus Historia Evangelica Part 1,epic,0.00322,0.00357,0,0.00028,0.00018,0.00011,0.00025,0.00007,0,0,0,0.00004,0.00007,0.0006,0.00078,0.00343,0.00074,0.00007,0,0.32975,29.37719,0.00018,0.00007,0.01259,0.00007,94.29
Juvencus Historia Evangelica Part 2,epic,0.00355,0.0049,0,0.00076,0.0002,0.0002,0.0002,0.0002,0,0,0,0.00007,0.00007,0.00082,0.00089,0.00332,0.00076,0.00003,0.0001,0.275,29.49495,0.0002,0.00026,0.01036,0,88.65015
Juvencus Historia Evangelica Part 3,epic,0.00242,0.00294,0.00004,0.00105,0.00042,0.00049,0.00035,0.00004,0,0,0,0.00007,0,0.00046,0.00109,0.0027,0.00053,0.00018,0.00004,0.27174,38.48889,0.00011,0.00011,0.01259,0.00004,98.02749
Juvencus Historia Evangelica Part 4,epic,0.00331,0.00368,0.00007,0.00097,0.0003,0.00017,0.0004,0.0001,0,0,0,0.00007,0.00003,0.0006,0.0006,0.00301,0.00054,0.00037,0.0001,0.26087,35.16129,0.00013,0.00017,0.01271,0.00003,102.37671
Lucan Bellum Civile Part 1,epic,0.00224,0.00169,0,0.00059,0.00012,0.00008,0.00027,0.00008,0,0,0,0.00035,0,0.00055,0.00094,0.00263,0.00145,0.00004,0.00004,0.23711,25.91045,0.0002,0.00024,0.01591,0.00039,110.20779
Lucan Bellum Civile Part 10,epic,0.00256,0.00281,0.0001,0.00075,0.0001,0.0002,0.00025,0.00005,0,0,0,0.0002,0,0.0007,0.00055,0.00256,0.00045,0.00005,0,0.27322,27.77778,0.00025,0.00015,0.01482,0.00005,103.67188
Lucan Bellum Civile Part 2,epic,0.00196,0.00285,0,0.00081,0.00007,0.00033,0.00063,0.00011,0,0,0,0.00059,0.00004,0.00085,0.00078,0.002,0.001,0.00004,0,0.21901,26.03226,0.00033,0.00048,0.01374,0.0003,100.36803
Lucan Bellum Civile Part 3,epic,0.00097,0.00194,0,0.00047,0.00011,0.00014,0.00018,0.00007,0,0,0.00004,0.00036,0,0.00093,0.001,0.00215,0.00025,0.00014,0,0.21852,26.19048,0.00025,0.00011,0.01488,0.00004,100.65704
Lucan Bellum Civile Part 4,epic,0.00093,0.00196,0,0.0005,0.0001,0.0001,0.00033,0.00007,0,0,0,0.0006,0,0.00083,0.0004,0.00176,0.0005,0.00007,0.00003,0.26056,27.11905,0.00036,0.00023,0.01532,0.0002,100.84281
Lucan Bellum Civile Part 5,epic,0.00297,0.00177,0,0.00063,0.0002,0.00007,0.00033,0,0,0,0,0.0004,0,0.0004,0.0008,0.00207,0.0015,0.00003,0.00003,0.22939,26.65854,0.0002,0.00023,0.01419,0.0002,92.45679
Lucan Bellum Civile Part 6,epic,0.00197,0.00217,0,0.00049,0.0001,0.0001,0.00043,0.00003,0,0,0,0.00026,0.00003,0.00059,0.00089,0.00197,0.00053,0.00003,0.00007,0.27778,24.20619,0.00033,0.00023,0.01555,0.00013,113.5
Lucan Bellum Civile Part 7,epic,0.00255,0.00284,0,0.00087,0.00028,0.00009,0.00034,0.00003,0,0,0,0.00025,0,0.00075,0.001,0.00187,0.00134,0.00016,0,0.27055,23.70175,0.00031,0.00019,0.01461,0.00019,95.80299
Lucan Bellum Civile Part 8,epic,0.00273,0.00235,0,0.00044,0.00025,0.00013,0.00025,0.00003,0,0,0,0.00013,0.00003,0.00063,0.00128,0.00201,0.00216,0.00009,0.00003,0.31136,24.21818,0.00022,0.00025,0.01338,0.00028,93.30117
Lucan Bellum Civile Part 9,epic,0.00217,0.00227,0,0.00059,0.00015,0.0001,0.00042,0.00005,0,0,0,0.00017,0.00005,0.00057,0.00084,0.00217,0.00136,0.00012,0.00002,0.29915,27.04348,0.00015,0.00025,0.01509,0.00017,99.73153
Lucretius De Rerum Natura Part 1,epic,0.00158,0.00279,0.00027,0.00133,0,0.00067,0.00039,0.00039,0.00002,0,0.00005,0.0003,0.00022,0.00118,0.0016,0.00486,0.00054,0.0002,0.00022,0.66667,38.83636,0.00022,0.00037,0.0173,0,160.1502
Lucretius De Rerum Natura Part 2,epic,0.00086,0.0029,0.00049,0.0013,0,0.00097,0.00067,0.00042,0,0,0.00002,0.00025,0.00023,0.00137,0.0009,0.00503,0.00053,0.00035,0.0003,0.61039,37.23109,0.0003,0.00079,0.01811,0.00002,169.98819
Lucretius De Rerum Natura Part 3,epic,0.00193,0.00352,0.00022,0.00171,0,0.00059,0.00091,0.00037,0.00002,0.00002,0.00002,0.00029,0.00034,0.00171,0.00132,0.00396,0.00071,0.00015,0.00037,0.53043,39.3561,0.00039,0.00076,0.0199,0.00005,157.7722
Lucretius De Rerum Natura Part 4,epic,0.00117,0.00419,0.00015,0.00092,0,0.00108,0.00094,0.00052,0.00002,0,0,0.0004,0.0001,0.00204,0.00096,0.00458,0.00046,0.00021,0.00052,0.56508,36.77955,0.0001,0.0009,0.01948,0,142.42433
Lucretius De Rerum Natura Part 5,epic,0.00078,0.00279,0.00011,0.00093,0,0.00087,0.00056,0.00032,0,0,0.00004,0.00033,0.00002,0.00147,0.0006,0.00398,0.00082,0.00019,0.0003,0.51299,42.15234,0.00022,0.00054,0.02033,0.00002,152.74432
Lucretius De Rerum Natura Part 6,epic,0.00071,0.00382,0.00019,0.00078,0,0.00073,0.00109,0.00027,0.00002,0.00004,0.00004,0.00031,0.00006,0.00197,0.00071,0.00462,0.00052,0.00015,0.00038,0.49841,36.67045,0.00015,0.00088,0.01892,0,140.09412
Manilius Astronomicon Part 1,epic,0.00073,0.00228,0,0.00088,0.00003,0.0005,0.00137,0.00038,0,0,0,0.00006,0.00006,0.00053,0.00026,0.00523,0.00032,0.00006,0.00012,0.44076,42.97101,0.00137,0.00038,0.01983,0,154.26577
Manilius Astronomicon Part 2,epic,0.00072,0.00328,0.00019,0.00081,0.00003,0.00028,0.00092,0.00031,0,0,0.00003,0.00003,0.00031,0.00089,0.00047,0.00514,0.00025,0.00011,0.00028,0.4498,34.37267,0.00086,0.00042,0.02012,0,139.50388
Manilius Astronomicon Part 3,epic,0.0009,0.00352,0.00004,0.00055,0,0.00043,0.00059,0.00031,0,0,0,0.00031,0,0.00114,0.00074,0.0054,0.00016,0.00008,0.00008,0.44751,35.96694,0.00074,0.0007,0.01836,0.00004,138.08108
Manilius Astronomicon Part 4,epic,0.00106,0.00175,0.00006,0.00086,0,0.0004,0.00117,0.00023,0,0,0,0.00003,0.00009,0.00046,0.00037,0.00415,0.00072,0.00006,0.00009,0.30709,39.42308,0.00066,0.00046,0.02246,0,125.72302
Manilius Astronomicon Part 5,epic,0.00054,0.00242,0.00004,0.00058,0,0.00018,0.00134,0,0,0.00004,0,0.00004,0.00022,0.0004,0.00025,0.00452,0.00018,0,0,0.31606,47.85135,0.0004,0.00043,0.02171,0,139.81818
Martial Epigrams Part 1,miscellaneous,0.00717,0.00376,0.00006,0.00042,0.00048,0.00006,0.00078,0.00012,0,0,0,0.00036,0,0.00054,0.00269,0.00197,0.00197,0.00006,0.00018,0.29167,25.62667,0.00018,0.00048,0.01338,0.00018,74.73214
Martial Epigrams Part 10,miscellaneous,0.00715,0.00346,0.00005,0.00055,0.00016,0.00016,0.00044,0.00005,0,0,0,0.00055,0,0.00093,0.00154,0.00159,0.00264,0.00005,0,0.28,23.75362,0.00011,0.00016,0.0127,0.00022,73.35484
Martial Epigrams Part 11,miscellaneous,0.00833,0.00297,0,0.00056,0.00051,0.0001,0.00046,0.00015,0,0,0,0.00031,0,0.00082,0.00153,0.00169,0.00215,0.0001,0.0002,0.2439,25.78261,0.00005,0.00041,0.01273,0.00031,68.15679
Martial Epigrams Part 12,miscellaneous,0.00762,0.00334,0,0.00023,0.00023,0.00008,0.00054,0.00054,0,0,0,0.00023,0,0.00101,0.00194,0.00179,0.00202,0.00031,0.00008,0.26056,25.94118,0.00039,0.00062,0.01407,0.00008,76.54762
Martial Epigrams Part 13,miscellaneous,0.00763,0.006,0,0.00033,0.00044,0.00011,0.00087,0.00022,0,0,0,0.00011,0,0.00055,0.00284,0.00316,0.00175,0.00011,0,0.1931,23.58621,0.00011,0.00044,0.00665,0,56.95031
Martial Epigrams Part 14,miscellaneous,0.00832,0.00474,0.00007,0.00034,0.00108,0.00007,0.00068,0.00014,0,0,0,0.00068,0,0.00068,0.00291,0.00183,0.00169,0,0,0.16667,24.34884,0.00014,0.00068,0.00717,0.00007,55.77358
Martial Epigrams Part 2,miscellaneous,0.00886,0.00467,0,0.00008,0.00047,0.00024,0.00055,0,0,0,0,0.00047,0,0.00055,0.00324,0.00158,0.00419,0.00008,0.00016,0.27119,23.61667,0.00024,0.00087,0.01005,0.00016,54.94783
Martial Epigrams Part 3,miscellaneous,0.00961,0.00576,0,0.00022,0.00015,0.00022,0.00052,0.0003,0,0,0,0.00052,0,0.00081,0.00163,0.00126,0.00347,0.00007,0.00015,0.24064,20.98611,0.00015,0.00118,0.01131,0.00007,57.82051
Martial Epigrams Part 4,miscellaneous,0.00605,0.00377,0,0.00064,0.00043,0.00021,0.00028,0.00007,0,0,0,0.00078,0,0.00078,0.001,0.00142,0.00285,0.00021,0.00007,0.19745,29.08333,0.00007,0.0005,0.01075,0.00014,71.32487
Martial Epigrams Part 5,miscellaneous,0.00796,0.0033,0.00024,0.00048,0.00105,0,0.00064,0,0,0,0,0.0004,0,0.00064,0.00209,0.00137,0.00442,0.00032,0,0.22464,25.42857,0.00016,0.00032,0.01078,0.00024,64.42487
Martial Epigrams Part 6,miscellaneous,0.00976,0.00368,0.00015,0.00053,0.00015,0.00015,0.00045,0.00023,0,0,0,0.00045,0,0.00105,0.00113,0.00113,0.00255,0.00008,0,0.2381,25.3125,0.00008,0.00075,0.01404,0.00015,65.93069
Martial Epigrams Part 7,miscellaneous,0.00697,0.00442,0.00011,0.00034,0.00045,0.00006,0.00074,0,0,0,0,0.00062,0,0.00079,0.00193,0.00181,0.00204,0.00011,0.00006,0.29885,24.0625,0.00028,0.00085,0.0127,0.00006,83.97619
Martial Epigrams Part 8,miscellaneous,0.00665,0.00347,0,0.00029,0.00035,0,0.00124,0,0,0,0,0.00053,0,0.00071,0.00153,0.00165,0.00224,0.00012,0.00006,0.31138,28.2069,0,0.00053,0.01106,0.00012,82.89756
Martial Epigrams Part 9,miscellaneous,0.00727,0.0038,0.00013,0.00042,0.00033,0.00008,0.00067,0.00004,0,0,0,0.00067,0,0.001,0.00134,0.00209,0.0018,0.00025,0.00008,0.38839,26.5625,0.00033,0.00029,0.01098,0.00038,89.68914
Ovid Amores Part 1,elegy,0.00689,0.00318,0.00008,0.00027,0.00023,0,0.00087,0.00004,0,0,0,0.00053,0.00008,0.0008,0.00136,0.00182,0.00201,0.00004,0.00004,0.22841,21.39785,0.00008,0.00057,0.01216,0.00004,64.08252
Ovid Amores Part 2,elegy,0.00768,0.00402,0.00004,0.00029,0.0004,0.00018,0.00123,0.00011,0,0,0,0.00033,0.00004,0.00087,0.00152,0.00275,0.00199,0.00014,0,0.26331,25.09174,0.00022,0.00022,0.01177,0.00011,70.26209
Ovid Amores Part 3,elegy,0.00632,0.00377,0.00003,0.00034,0.00024,0.00014,0.00082,0.00007,0,0,0,0.00034,0.00007,0.00068,0.00112,0.00248,0.00295,0.0002,0,0.22191,25.59783,0.00014,0.00034,0.01206,0.00014,66.46727
Ovid Ars Amatoria Part 1,elegy,0.00395,0.00531,0.00004,0.00068,0.00034,0.00011,0.0006,0.00015,0,0,0,0.00034,0.00004,0.00154,0.00109,0.00207,0.00132,0.00038,0,0.26733,19.15534,0.00023,0.0006,0.01272,0.00004,79.08036
Ovid Ars Amatoria Part 2,elegy,0.00412,0.00494,0.00008,0.00063,0.00031,0.00008,0.00106,0.00016,0,0,0.00004,0.00039,0.00004,0.00078,0.00149,0.00208,0.00102,0.00027,0.00004,0.28852,19.0087,0.00043,0.00043,0.01306,0.00016,77.26061
Ovid Ars Amatoria Part 3,elegy,0.0042,0.00387,0.00014,0.00022,0.00036,0.00022,0.0005,0.00004,0,0,0,0.00032,0.00007,0.00122,0.00126,0.00222,0.00158,0.00039,0,0.27129,23.14141,0.00036,0.00075,0.01316,0.00011,77.46667
Ovid Ex Ponto Part 1,elegy,0.00728,0.00514,0.00004,0.00042,0.00038,0.00008,0.0013,0.00011,0,0,0,0.00008,0,0.00218,0.00176,0.00249,0.0013,0.00027,0,0.42322,22.76389,0.00023,0.00057,0.01177,0.00008,86.67774
Ovid Ex Ponto Part 2,elegy,0.00909,0.00389,0.00004,0.00054,0.00027,0.00015,0.00092,0.00019,0,0,0,0.00019,0.00004,0.00154,0.00181,0.00262,0.00062,0.00035,0.00004,0.39271,23.32867,0.00031,0.00042,0.01245,0.00004,98.67681
Ovid Ex Ponto Part 3,elegy,0.00798,0.00503,0.00012,0.0004,0.00028,0.00024,0.001,0.00032,0,0,0,0.00072,0.00004,0.0018,0.00207,0.00315,0.0012,0.0002,0.00004,0.352,24.63793,0.00032,0.0004,0.01273,0.00008,89.51786
Ovid Ex Ponto Part 4,elegy,0.0082,0.00478,0.00003,0.00038,0.00041,0.00029,0.00054,0.00025,0,0,0.00003,0.00029,0.0001,0.00136,0.00127,0.00323,0.00089,0.00019,0,0.38591,25.78488,0.00025,0.00025,0.01337,0.0001,96.25915
Ovid Fasti Part 1,elegy,0.00316,0.0043,0.00004,0.00053,0.00032,0.00016,0.00077,0.00045,0,0,0.00004,0.00024,0,0.00134,0.00041,0.00292,0.00093,0.00012,0,0.3662,26.76842,0.00024,0.00041,0.01378,0,104.56356
Ovid Fasti Part 2,elegy,0.00253,0.00506,0,0.0004,0.00013,0.0002,0.00074,0.00024,0,0,0,0.00037,0,0.00091,0.00037,0.00324,0.00108,0.0001,0,0.23827,26.76,0,0.00024,0.01386,0.00003,96.25
Ovid Fasti Part 3,elegy,0.00281,0.00541,0.00003,0.00033,0.00007,0.00003,0.00056,0.00013,0,0,0.00003,0.00033,0.00007,0.00096,0.00056,0.00271,0.00099,0.00017,0.00003,0.27972,24.58333,0.00023,0.0003,0.01396,0,96.49363
Ovid Fasti Part 4,elegy,0.00247,0.00467,0.00003,0.00031,0.00015,0.00006,0.00037,0.00015,0,0,0,0.00018,0,0.00073,0.00061,0.00217,0.00092,0.00024,0,0.23248,26.10714,0.00018,0.00034,0.01454,0,95.71053
Ovid Fasti Part 5,elegy,0.00339,0.00499,0,0.00048,0.00004,0.0002,0.00048,0.00024,0,0,0,0.00032,0.00004,0.00108,0.00092,0.00259,0.0008,0.0002,0,0.22634,26.71429,0.00036,0.00052,0.01412,0,95.31939
Ovid Fasti Part 6,elegy,0.00317,0.00576,0.00007,0.0004,0.00022,0.00014,0.00083,0.00032,0,0,0,0.00004,0,0.00047,0.00083,0.00285,0.0009,0.00007,0,0.28727,24.24444,0.00018,0.00032,0.01289,0.00018,92.55667
Ovid Heroides,elegy,0.00928,0.00425,0.00001,0.0003,0.00038,0.00013,0.00097,0.00011,0,0,0,0.00041,0.00008,0.00135,0.00151,0.00247,0.00214,0.00018,0,0.26005,23.72678,0.00027,0.00035,0.01369,0.00009,68.28319
Ovid Ibis,elegy,0.00508,0.00325,0,0.00032,0.00005,0,0.00073,0.0005,0,0,0,0.00041,0,0.00577,0.00037,0.0033,0.00005,0.00027,0,0.40284,26.31544,0.00009,0.00023,0.01529,0,103.04717
Ovid Medicamina Faciei Femineae,elegy,0.00292,0.00175,0,0.00117,0,0,0.00088,0.00029,0,0,0,0,0,0.00029,0.00029,0.00351,0,0,0,0.32558,25,0.00058,0.00058,0.01141,0,79.51163
Ovid Metamorphoses Part 1,epic,0.00234,0.00416,0.0001,0.00055,0.0001,0.00014,0.00062,0.00031,0,0,0,0.00014,0.00003,0.00089,0.00069,0.00306,0.00038,0.00024,0.00003,0.28413,29.56842,0.00038,0.00021,0.01792,0.00007,103.48399
