Corpus Name,genre,Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length
Curtius Rufus Historiae Alexandri Magni Part 5,history,0.00112,0.00412,0.0001,0.00122,0.00002,0.00055,0.00112,0.00045,0,0.00004,0.00002,0.00002,0.0001,0.00136,0.00089,0.00268,0.00022,0.00037,0.00002,0.47816,28.15356,0.00034,0.00039,0.01278,0,113.66816
Curtius Rufus Historiae Alexandri Magni Part 6,history,0.00223,0.00482,0.00018,0.00147,0.00007,0.00071,0.001,0.00042,0,0,0.00002,0.00022,0.00004,0.00121,0.00096,0.00283,0.0008,0.00038,0,0.49895,26.54154,0.00033,0.00049,0.01169,0.00002,106.31407
Curtius Rufus Historiae Alexandri Magni Part 7,history,0.00198,0.00481,0.00014,0.0009,0.00005,0.0006,0.00113,0.00044,0.00002,0.00002,0.00002,0.00025,0.00009,0.00164,0.00092,0.00299,0.00042,0.00044,0,0.51892,27.12827,0.00028,0.0006,0.01136,0.00002,97.71675
Curtius Rufus Historiae Alexandri Magni Part 8,history,0.00116,0.00415,0.0002,0.00111,0.00006,0.00067,0.00122,0.00043,0,0.00005,0,0.00008,0,0.00125,0.00055,0.00328,0.00029,0.00023,0.00003,0.49333,27.1075,0.00063,0.00073,0.01336,0,105.82068
Curtius Rufus Historiae Alexandri Magni Part 9,history,0.00165,0.00372,0.00012,0.00095,0.00004,0.00074,0.00091,0.00043,0.00004,0.00008,0.00002,0.00017,0.00006,0.00118,0.00056,0.00295,0.00047,0.00031,0.00002,0.4183,27.375,0.00039,0.00058,0.01284,0.00002,100.51452
Florus Epitome Bellorum Omnium Annorum,history,0.00018,0.0039,0.00034,0.001,0.00001,0.00032,0.00134,0.0003,0.00001,0,0.00001,0.00019,0.00004,0.00152,0.00077,0.00388,0.00048,0.00062,0.00048,0.3057,34.0864,0.00022,0.00085,0.014,0.00001,107.67054
Gellius Attic Nights Part 1,miscellaneous,0.00123,0.00715,0.00032,0.00065,0.00036,0.00079,0.00086,0.00049,0.00004,0.00002,0,0.00006,0.00006,0.00116,0.0011,0.00372,0.00041,0.00092,0.00065,0.55807,34.35244,0.00099,0.00062,0.01925,0,144.05391
Gellius Attic Nights Part 10,miscellaneous,0.00123,0.0067,0.00071,0.00055,0.00052,0.00073,0.0006,0.00058,0,0,0,0.00005,0.00003,0.00089,0.00118,0.0045,0.00052,0.00092,0.00063,0.49492,31.16738,0.00052,0.00089,0.01706,0.00003,122.09265
Gellius Attic Nights Part 11,miscellaneous,0.00231,0.00678,0.00035,0.00102,0.00035,0.00078,0.00078,0.00063,0.00004,0,0,0.00008,0.00027,0.00125,0.00157,0.00423,0.0002,0.00067,0.00055,0.6236,32.40223,0.00071,0.00106,0.0194,0,139.45355
Gellius Attic Nights Part 12,miscellaneous,0.00187,0.00657,0.00092,0.00095,0.00046,0.00059,0.00102,0.00059,0.00007,0,0,0.00013,0.00007,0.00125,0.00118,0.00358,0.00062,0.00053,0.00056,0.63483,30.84577,0.00079,0.00069,0.02017,0,155.31633
Gellius Attic Nights Part 13,miscellaneous,0.00203,0.00751,0.0007,0.00062,0.00027,0.00081,0.00056,0.00112,0.00002,0,0,0,0.0001,0.00128,0.00085,0.00466,0.00046,0.00054,0.00083,0.55807,31.55663,0.00041,0.00089,0.01834,0.00002,129.5496
Gellius Attic Nights Part 14,miscellaneous,0.0012,0.00685,0.00095,0.00051,0.00073,0.00102,0.00077,0.00139,0.00007,0.00004,0,0.00007,0.00004,0.00153,0.00149,0.00583,0.00058,0.00051,0.00084,0.69027,35.77348,0.00091,0.00058,0.02089,0,212.6124
Gellius Attic Nights Part 15,miscellaneous,0.00202,0.0071,0.00057,0.00082,0.00028,0.00044,0.00035,0.00088,0.00003,0,0,0,0.00003,0.00132,0.00095,0.00524,0.00009,0.00107,0.00025,0.54148,36.02703,0.00069,0.0011,0.01587,0,136.65086
Gellius Attic Nights Part 16,miscellaneous,0.00124,0.00749,0.00089,0.00093,0.00034,0.00079,0.00058,0.00041,0.0001,0,0,0.00003,0.00007,0.0012,0.0012,0.00454,0.00031,0.00048,0.00041,0.55721,31.26794,0.00055,0.00052,0.01928,0,138.57619
Gellius Attic Nights Part 17,miscellaneous,0.00097,0.00707,0.00054,0.00079,0.00043,0.00043,0.00086,0.00068,0.00002,0,0,0.00007,0.00029,0.00118,0.00075,0.00446,0.00032,0.00077,0.00061,0.55017,32.30566,0.00052,0.0007,0.01797,0,146.13245
Gellius Attic Nights Part 18,miscellaneous,0.00223,0.00652,0.00059,0.00102,0.00066,0.00066,0.00086,0.00078,0,0,0,0,0,0.00102,0.00105,0.0043,0.00062,0.0009,0.00055,0.59627,32.89759,0.00043,0.00102,0.01847,0,146.34286
Gellius Attic Nights Part 19,miscellaneous,0.00265,0.00663,0.00072,0.00061,0.00049,0.00057,0.00034,0.00038,0.00004,0,0,0.00011,0.00019,0.0011,0.0008,0.00428,0.00076,0.00091,0.00083,0.50888,35.89706,0.00053,0.00072,0.01969,0.00004,142
Gellius Attic Nights Part 2,miscellaneous,0.00139,0.00659,0.00084,0.00061,0.00043,0.00137,0.00043,0.00073,0,0,0,0.00012,0.00014,0.00125,0.00074,0.00437,0.00041,0.00043,0.00071,0.54872,34.30861,0.00069,0.00055,0.01893,0.00004,125.67734
Gellius Attic Nights Part 20,miscellaneous,0.00487,0.00595,0.00063,0.00041,0.00077,0.00081,0.00072,0.00054,0,0,0,0.00005,0.00014,0.0009,0.00176,0.00446,0.00104,0.00068,0.00086,0.50299,31.35537,0.00054,0.00041,0.0164,0.00005,116.22513
Gellius Attic Nights Part 3,miscellaneous,0.00097,0.00764,0.00035,0.00047,0.00027,0.001,0.00059,0.00094,0,0,0,0.00006,0.00018,0.00083,0.00103,0.00407,0.0003,0.00059,0.00062,0.55111,30.52427,0.00047,0.00083,0.0167,0,144.80769
Gellius Attic Nights Part 4,miscellaneous,0.0013,0.00734,0.00078,0.00042,0.00026,0.00078,0.00042,0.00068,0,0,0,0,0.00007,0.00134,0.00108,0.00466,0.00039,0.00042,0.00029,0.5654,34.19712,0.00078,0.00049,0.01715,0.00013,123.64113
Gellius Attic Nights Part 5,miscellaneous,0.00168,0.00739,0.00071,0.00096,0.00037,0.00059,0.00053,0.00053,0.00003,0,0,0.00003,0.00003,0.00087,0.00084,0.00472,0.00016,0.00062,0.00037,0.51029,31.51675,0.00075,0.00081,0.01749,0.00003,130.33603
Gellius Attic Nights Part 6,miscellaneous,0.00154,0.0073,0.00045,0.00091,0.00045,0.00071,0.00051,0.00045,0.00005,0,0.00005,0.00008,0.0002,0.00134,0.00111,0.00432,0.00058,0.00035,0.00081,0.51894,34.21659,0.00056,0.00078,0.0174,0,138.92632
Gellius Attic Nights Part 7,miscellaneous,0.0011,0.0066,0.00059,0.00123,0.00051,0.00063,0.00085,0.00063,0,0,0,0.00021,0,0.0014,0.00114,0.00419,0.00072,0.00093,0.00038,0.5125,33.81061,0.00047,0.00093,0.01811,0,134.30114
Gellius Attic Nights Part 8,miscellaneous,0.00217,0.0026,0.00217,0.00043,0.00043,0.00043,0.00043,0.00173,0,0,0,0,0,0.00043,0,0.00737,0,0.00173,0,0.61111,36.64706,0,0.00087,0.01646,0,128.22222
Gellius Attic Nights Part 9,miscellaneous,0.00095,0.0067,0.00058,0.00077,0.00033,0.00077,0.00066,0.00084,0,0,0,0.00007,0.00011,0.00113,0.00073,0.00466,0.00022,0.00069,0.00062,0.53234,30.63542,0.00077,0.00058,0.01877,0,132.57488
Gellius Attic Nights Part Pr,miscellaneous,0.00198,0.00757,0.00108,0.00054,0.00018,0.00216,0.00072,0.00072,0,0,0,0.00018,0.00018,0.00198,0.0009,0.00252,0.00018,0.00036,0.00054,0.67857,43.17778,0.00072,0.00036,0.02561,0,191.2069
Jerome Epistulae Selections,letters,0.00362,0.00412,0.00022,0.00072,0.00022,0.00063,0.0005,0.0002,0,0.00003,0,0.00019,0.00005,0.00165,0.00141,0.0034,0.00132,0.00031,0.00011,0.44373,30.5404,0.00048,0.0003,0.01442,0.00006,106.94987
Livy Ab Urbe Condita Books 21-30,history,0.00075,0.00419,0.00016,0.00119,0.00002,0.00062,0.00085,0.00039,0.00009,0.00001,0.00002,0.00012,0.00004,0.00151,0.00075,0.00462,0.00023,0.00019,0.00003,0.46308,32.93996,0.00056,0.00077,0.01343,0,149.66766
Livy Ab Urbe Condita Part 1 Books 1-10,history,0.00095,0.00408,0.00014,0.00138,0.00005,0.00063,0.00069,0.00044,0.00007,0.00001,0.00002,0.00011,0.00008,0.00148,0.00079,0.00433,0.00048,0.00021,0.00004,0.42959,34.19074,0.00041,0.00075,0.01172,0,134.08354
Livy Ab Urbe Condita Part 3 Books 31-40,history,0.0009,0.00475,0.00015,0.00127,0.00004,0.00063,0.00081,0.00051,0.0001,0.00001,0.00002,0.00011,0.00005,0.00148,0.00088,0.00458,0.00035,0.00018,0.00001,0.45044,32.00265,0.00053,0.00082,0.0125,0,137.36063
Livy Ab Urbe Condita Part 4 Books 41-45,history,0.00073,0.00462,0.00016,0.00131,0.00001,0.00067,0.00075,0.00044,0.00006,0.00001,0.00001,0.00009,0.00002,0.00146,0.00073,0.00464,0.0003,0.00016,0.00002,0.46786,31.27183,0.00051,0.00078,0.01184,0,130.46803
Marcus Mincuius Felix Octavius,philosophy,0.0022,0.00385,0.00015,0.00078,0.00038,0.00035,0.00101,0.00046,0.00001,0.00009,0,0.00046,0.00001,0.00195,0.00107,0.00316,0.00159,0.00028,0.00012,0.49431,30.1442,0.00048,0.00087,0.01833,0.00001,124.24818
Nepos Vitae,history,0.00046,0.00948,0.00017,0.00188,0.00003,0.00023,0.00058,0.00067,0.00007,0,0.00002,0.00007,0.00007,0.00225,0.00101,0.0038,0.00004,0.00058,0.00008,0.58907,30.92966,0.0004,0.00144,0.01268,0,118.97244
Petronius Satyricon,miscellaneous,0.00451,0.00389,0.00015,0.00071,0.00012,0.00039,0.0005,0.00029,0,0.00002,0,0.00027,0.00001,0.00151,0.00126,0.00237,0.00141,0.00078,0.00003,0.29362,28.33686,0.00032,0.00051,0.01489,0.00006,88.07062
Pliny The Elder Naturalis Historia Part 1 Books 1-5,miscellaneous,0.00012,0.00416,0.00023,0.00037,0.00001,0.00067,0.00048,0.00068,0.00001,0.00001,0.00001,0.00002,0.00003,0.00069,0.00029,0.00582,0,0.00042,0.0001,0.23969,33.9988,0.00017,0.00019,0.01033,0,72.22466
Pliny The Elder Naturalis Historia Part 2 Books 6-10,miscellaneous,0.00019,0.00491,0.00053,0.00076,0.00003,0.00101,0.00049,0.00082,0.00003,0.00002,0.00001,0.00004,0.00006,0.00124,0.00065,0.0038,0,0.0006,0.00012,0.3444,31.63497,0.00023,0.00035,0.01214,0,106.4213
Pliny The Elder Naturalis Historia Part 3 Books 11-15,miscellaneous,0.00014,0.00536,0.00076,0.00049,0.00002,0.00152,0.00055,0.00064,0.00004,0.00002,0,0.00004,0.00011,0.00144,0.00063,0.00398,0,0.00087,0.00026,0.33061,29.38161,0.0002,0.00041,0.01516,0,90.65268
Pliny The Elder Naturalis Historia Part 4 Books 16-20,miscellaneous,0.00019,0.00449,0.00061,0.00041,0.00002,0.00107,0.00059,0.00078,0.00008,0.00005,0.00001,0.00003,0.00008,0.00141,0.0013,0.00385,0,0.00098,0.0002,0.26839,27.92921,0.00033,0.00049,0.01661,0,86.61999
Pliny The Elder Naturalis Historia Part 5 Books 21-25,miscellaneous,0.00022,0.00476,0.00041,0.00042,0.00003,0.00105,0.00047,0.00083,0.00002,0.00001,0,0.00002,0.00006,0.00083,0.00081,0.00371,0,0.00089,0.00011,0.2458,27.79167,0.00029,0.00028,0.01616,0,82.84686
Pliny The Elder Naturalis Historia Part 6 Books 26-30,miscellaneous,0.00016,0.0041,0.00041,0.0005,0.00006,0.00087,0.00044,0.00092,0.00006,0.00001,0,0.00002,0.00009,0.00097,0.00127,0.00421,0,0.00067,0.00008,0.25894,29.83081,0.00024,0.0003,0.01475,0,106.92849
Pliny The Elder Naturalis Historia Part 7 Books 31-37,miscellaneous,0.00013,0.00525,0.00044,0.00053,0.00004,0.00092,0.00058,0.00093,0.00002,0.00002,0,0.00004,0.00006,0.00128,0.00062,0.00398,0,0.00072,0.00015,0.34877,30.98166,0.0002,0.00036,0.01475,0,101.86955
Pliny The Younger Letters Part 1,letters,0.00609,0.006,0.00045,0.00034,0.00034,0.00079,0.00139,0.00068,0,0.00006,0,0.00011,0.00011,0.00286,0.00167,0.0028,0.00074,0.00122,0,0.49593,28.96139,0.00076,0.00071,0.01665,0.00008,90.07398
Pliny The Younger Letters Part 10,letters,0.00567,0.00582,0.00031,0.0006,0.00026,0.0004,0.00076,0.0006,0,0.00003,0.00003,0.00014,0.00003,0.00214,0.00103,0.00386,0.00003,0.00174,0.00002,0.64317,32.19406,0.00145,0.00078,0.01297,0,127.29386
Pliny The Younger Letters Part 2,letters,0.00426,0.00567,0.00035,0.00033,0.0003,0.00081,0.00095,0.00035,0,0.00003,0.00003,0.00008,0.00005,0.00201,0.00141,0.00274,0.00065,0.00166,0,0.48753,32.09728,0.00079,0.00062,0.01493,0,96.44241
Pliny The Younger Letters Part 3,letters,0.00436,0.00553,0.00052,0.00052,0.00016,0.00055,0.00093,0.0008,0,0.00003,0,0.00016,0.00013,0.00239,0.00145,0.00319,0.00088,0.00145,0.00003,0.46705,31.3431,0.00042,0.00086,0.01477,0,101.38421
Pliny The Younger Letters Part 4,letters,0.00521,0.0056,0.00039,0.0005,0.00028,0.0005,0.00126,0.0005,0,0.00003,0.00003,0.00008,0.00008,0.00258,0.00132,0.00331,0.00106,0.00171,0.00003,0.44156,28.64542,0.00059,0.00092,0.01535,0.00003,84.77435
Pliny The Younger Letters Part 5,letters,0.00461,0.00518,0.0002,0.00072,0.00017,0.00092,0.00101,0.00052,0.00006,0.00003,0,0.00014,0.00009,0.00228,0.00153,0.00317,0.00043,0.00153,0,0.46779,29.99595,0.0004,0.00026,0.01538,0.00006,93.5876
Pliny The Younger Letters Part 6,letters,0.00545,0.0054,0.00031,0.00071,0.00008,0.00056,0.00094,0.00054,0,0.00003,0.0001,0.00015,0.00005,0.00262,0.00122,0.00278,0.00066,0.00155,0.00003,0.4108,29.91985,0.00054,0.00051,0.0161,0.00003,87.22222
Pliny The Younger Letters Part 7,letters,0.00652,0.00499,0.00031,0.00059,0.00028,0.00042,0.00105,0.00062,0,0,0,0.00023,0.00023,0.00269,0.00161,0.00258,0.00108,0.00156,0.00003,0.39378,28.53304,0.00074,0.00065,0.01643,0.00003,83.84798
Pliny The Younger Letters Part 8,letters,0.00297,0.00578,0.00053,0.0007,0.00011,0.00062,0.00118,0.00051,0,0.00011,0,0.00017,0.00006,0.00275,0.00126,0.00278,0.00109,0.00154,0.00003,0.55864,31.44366,0.00067,0.00051,0.0154,0.00003,99.00833
Pliny The Younger Letters Part 9,letters,0.00585,0.0062,0.00052,0.00058,0.00029,0.00075,0.00107,0.00038,0,0,0.00009,0.00026,0,0.00249,0.00159,0.00316,0.00098,0.00211,0,0.47594,29.90842,0.00049,0.00046,0.01596,0,85.2642
Pseudo Cicero In Sallustium,oratory,0.00958,0.00619,0.0001,0.0007,0.0003,0.0005,0.0007,0.0005,0,0,0,0,0.0001,0.00229,0.00279,0.00209,0.00209,0.0008,0,0.62821,33.07595,0.0001,0,0.01437,0,105.51579
Pseudo Quintilian Major Declamations,oratory,0.0046,0.0043,0.00014,0.00077,0.00038,0.00045,0.00057,0.00019,0,0.00004,0.00001,0.00027,0.00007,0.00179,0.00204,0.00305,0.00238,0.0008,0.00002,0.4028,25.91995,0.00041,0.00042,0.00923,0.00009,85.49157
Q Cicero On Running For Consul,technical treatise,0.00571,0.0094,0.00021,0.00122,0.00004,0.00046,0.00063,0.00034,0,0,0,0,0.00008,0.00449,0.0018,0.00461,0.00038,0.00046,0,0.72327,35.08969,0.00134,0.00055,0.01531,0,143.59036
Quintilian Institutio Oratoria Part 1,technical treatise,0.00121,0.00624,0.00098,0.00058,0.00008,0.00102,0.00075,0.00071,0.00003,0.00002,0.00001,0.00009,0.00004,0.00278,0.00146,0.0038,0.00106,0.00073,0.00013,0.57554,30.17009,0.00075,0.00083,0.01831,0.00003,122.95586
Quintilian Institutio Oratoria Part 10,technical treatise,0.0012,0.00647,0.00076,0.00107,0.00006,0.00074,0.00087,0.00054,0,0.00003,0.00001,0.00019,0.00009,0.00269,0.00147,0.00291,0.00066,0.0009,0.00026,0.60367,29.77425,0.00149,0.00057,0.01876,0,118.83844
Quintilian Institutio Oratoria Part 11,technical treatise,0.00098,0.00642,0.00104,0.00104,0.00008,0.00104,0.00098,0.00084,0.00001,0.00001,0.00002,0.0001,0.00009,0.00263,0.00125,0.00297,0.00086,0.00063,0.00034,0.50808,27.13059,0.00124,0.00082,0.0212,0.00001,116.21958
Quintilian Institutio Oratoria Part 12,technical treatise,0.00103,0.00654,0.0007,0.00091,0.00007,0.00073,0.00115,0.00057,0,0.00001,0.00005,0.00016,0.00008,0.00214,0.00177,0.00281,0.00146,0.00082,0.00022,0.61277,29.8738,0.00142,0.00069,0.01879,0,124.70627
Quintilian Institutio Oratoria Part 2,technical treatise,0.00112,0.00747,0.00088,0.00095,0.00009,0.00077,0.00103,0.00057,0.00003,0.00005,0,0.00014,0.00011,0.00214,0.00167,0.00373,0.00074,0.00067,0.00013,0.60284,29.21207,0.00092,0.00068,0.01908,0,128.22061
Quintilian Institutio Oratoria Part 3,technical treatise,0.00092,0.00745,0.00089,0.00048,0.00001,0.00133,0.00077,0.001,0.00001,0.00001,0,0.00005,0.00008,0.00246,0.00138,0.00407,0.0013,0.00051,0.00009,0.55825,27.60093,0.00104,0.00059,0.01767,0,104.31283
Quintilian Institutio Oratoria Part 4,technical treatise,0.00141,0.0064,0.00073,0.00069,0.0001,0.00054,0.00095,0.00038,0.00007,0.00004,0,0.00012,0.00003,0.00277,0.0023,0.00446,0.00079,0.00055,0.0001,0.62319,28.85083,0.00159,0.00085,0.01693,0,129.17702
Quintilian Institutio Oratoria Part 5,technical treatise,0.00115,0.00723,0.00064,0.00071,0.00008,0.00093,0.00094,0.00069,0.00001,0.00001,0.00002,0.00006,0.00004,0.00282,0.00249,0.0051,0.00087,0.00077,0.00007,0.59078,27.01722,0.00142,0.00073,0.01758,0.00001,122.73459
Quintilian Institutio Oratoria Part 6,technical treatise,0.00182,0.00764,0.00089,0.00063,0.00007,0.00076,0.00103,0.0007,0.00001,0.00001,0,0.00009,0.00003,0.0024,0.00167,0.00407,0.00098,0.00101,0.00013,0.59046,27.31474,0.00083,0.00106,0.01797,0.00007,118.38272
Quintilian Institutio Oratoria Part 7,technical treatise,0.00075,0.00743,0.00029,0.00079,0.00003,0.00082,0.00074,0.00082,0.00001,0.00001,0.00001,0.00003,0.00007,0.00249,0.00215,0.00588,0.00091,0.0006,0.00007,0.46628,26.81008,0.00152,0.00066,0.01624,0,94.1601
Quintilian Institutio Oratoria Part 8,technical treatise,0.00122,0.00843,0.00109,0.0006,0.00014,0.00113,0.00086,0.00073,0,0,0.00001,0.00014,0.00001,0.00262,0.00133,0.00408,0.00095,0.00068,0.00019,0.52848,28.39444,0.00076,0.00071,0.0186,0.00001,105.38109
Quintilian Institutio Oratoria Part 9,technical treatise,0.0019,0.00699,0.00095,0.00083,0.00011,0.00121,0.00078,0.00116,0.00001,0.00002,0.00001,0.00011,0.00004,0.00442,0.00152,0.0039,0.00132,0.00065,0.00016,0.53133,28.33567,0.00078,0.00089,0.02035,0.00005,108.68672
Sallust Catilina,history,0.00186,0.00587,0.00008,0.00118,0.00005,0.00139,0.00063,0.00032,0.00006,0.00002,0.00006,0.00017,0.00006,0.00044,0.00081,0.00444,0.00036,0.00009,0.00153,0.5,33.23708,0.0003,0.00003,0.01416,0.00002,128.19433
Sallust Histories,history,0.00503,0.00379,0.00004,0.00043,0.00013,0.00077,0.00034,0.00009,0.00004,0,0,0.00013,0.00021,0.0006,0.00205,0.0049,0.00128,0,0.00021,0.53374,33.70866,0.00072,0.00004,0.01675,0.00004,121.53886
Sallust Jugurtha,history,0.00172,0.00499,0.00006,0.00136,0,0.0014,0.00065,0.00039,0.00004,0.00001,0.00001,0.0001,0.00003,0.00036,0.0008,0.00489,0.00018,0.00002,0.00055,0.50816,32.42171,0.00029,0.00004,0.0159,0,132.21467
Scriptores Historiae Augustae Historia Augusta Part 1 Books 1-5,history,0.00034,0.00508,0.00023,0.00152,0.00007,0.00052,0.00074,0.00039,0.00004,0.00001,0,0.00003,0.00002,0.00216,0.00067,0.00479,0.00007,0.0007,0.00014,0.53559,36.21612,0.00033,0.00105,0.01502,0,164.0469
Scriptores Historiae Augustae Historia Augusta Part 2 Books 6-10,history,0.00067,0.00555,0.00025,0.00133,0.00007,0.00057,0.00091,0.00053,0.00002,0,0,0.00003,0.00002,0.0017,0.00061,0.00449,0.00023,0.00057,0.00009,0.5017,33.65328,0.00037,0.00113,0.01416,0,142.88177
Scriptores Historiae Augustae Historia Augusta Part 3 Books 11-15,history,0.00137,0.00727,0.0003,0.00132,0.0001,0.00062,0.00085,0.00062,0.00005,0,0,0.00003,0.00005,0.00238,0.00091,0.00424,0.00014,0.00085,0.00006,0.66981,33.15217,0.00046,0.00128,0.01419,0,191.76147
Scriptores Historiae Augustae Historia Augusta Part 4 Books 16-21,history,0.00129,0.00601,0.00036,0.00126,0.00013,0.0007,0.00074,0.00047,0.00005,0.00002,0,0.00007,0.00004,0.00254,0.00102,0.00404,0.00023,0.00075,0.00021,0.56569,32.79766,0.00035,0.00117,0.01563,0.00001,178.34901
Seneca Ad Lucilium Epistulae Morales Part 1 1-10,letters,0.00506,0.00686,0.0005,0.00158,0.00093,0.00065,0.00122,0.00022,0,0,0,0.00029,0,0.00183,0.00176,0.00316,0.00183,0.00057,0,0.41813,26.39487,0.00086,0.00065,0.01411,0,70.8626
Seneca Ad Lucilium Epistulae Morales Part 10 91-100,letters,0.00233,0.00688,0.00032,0.00126,0.00072,0.0008,0.00086,0.00045,0,0.00003,0.00003,0.00009,0,0.00117,0.002,0.00327,0.00196,0.00072,0.00003,0.40828,26.56949,0.00077,0.00043,0.01489,0.00001,80.04003
Seneca Ad Lucilium Epistulae Morales Part 11 101-110,letters,0.00357,0.00581,0.00045,0.00129,0.00082,0.0011,0.00075,0.00048,0,0.00009,0,0.00017,0.00002,0.00147,0.00218,0.0025,0.00209,0.00069,0.00002,0.4108,26.69382,0.0007,0.00051,0.01536,0.00002,79.58936
Seneca Ad Lucilium Epistulae Morales Part 12 111-120,letters,0.00372,0.00729,0.00051,0.00147,0.00082,0.00143,0.00073,0.00041,0,0.00003,0.00009,0.00017,0.00003,0.0016,0.0021,0.00302,0.00227,0.00031,0.00003,0.35598,25.11582,0.00079,0.00055,0.01465,0.00003,72.32593
Seneca Ad Lucilium Epistulae Morales Part 13 121-124,letters,0.00251,0.00753,0.00038,0.00198,0.00053,0.00099,0.00049,0.00034,0,0.00004,0,0.00019,0,0.00095,0.00183,0.00251,0.00221,0.00046,0,0.4,27.11538,0.00103,0.00061,0.01389,0,75.52586
Seneca Ad Lucilium Epistulae Morales Part 2 11-20,letters,0.00534,0.00688,0.00033,0.00113,0.00077,0.00064,0.00069,0.00028,0.00003,0.00003,0,0.00008,0,0.00154,0.00213,0.00308,0.00213,0.00041,0.00003,0.37447,28.3252,0.00113,0.00049,0.01474,0,70.69328
Seneca Ad Lucilium Epistulae Morales Part 3 21-30,letters,0.00553,0.00722,0.00031,0.00093,0.00093,0.00098,0.00108,0.00051,0,0.00005,0.00003,0.00023,0.00003,0.00177,0.00231,0.0028,0.00177,0.00039,0,0.40969,22.47687,0.00131,0.0009,0.01303,0.00003,74.39197
Seneca Ad Lucilium Epistulae Morales Part 4 31-40,letters,0.00479,0.00711,0.00022,0.00158,0.00132,0.00075,0.00061,0.00035,0,0,0.00004,0.00004,0.00009,0.00136,0.00233,0.00299,0.00228,0.00061,0.00004,0.41754,24.23204,0.0007,0.00031,0.01537,0,67.5638
Seneca Ad Lucilium Epistulae Morales Part 5 41-50,letters,0.00626,0.00759,0.00047,0.00087,0.00116,0.00116,0.00093,0.0005,0,0.00003,0.00007,0.00023,0,0.00153,0.0023,0.00293,0.00226,0.0006,0.00007,0.35616,26.1393,0.0007,0.00037,0.01258,0.0001,69.40647
Seneca Ad Lucilium Epistulae Morales Part 6 51-60,letters,0.0044,0.0071,0.00084,0.00123,0.00044,0.00042,0.00065,0.00044,0,0.00009,0,0.00026,0.00002,0.00163,0.00193,0.00354,0.00193,0.00084,0.00002,0.41104,25.27562,0.00084,0.00068,0.01477,0.00005,75.05944
Seneca Ad Lucilium Epistulae Morales Part 7 61-70,letters,0.00357,0.00756,0.00044,0.00128,0.00062,0.00082,0.0006,0.00058,0,0,0,0.0001,0.00008,0.00144,0.00186,0.00321,0.002,0.00084,0,0.3888,26.10448,0.0008,0.00044,0.01468,0.00008,70.89675
